text,referenced_tweets,created_at,possibly_sensitive,author_id,reply_settings,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.impression_count,geo.place_id
"🗣️OBIDIENTS ‼️

YOU RUN THESE STREETS! 

IF YOU 🫵🏾 DONT❌ REPLY to certain news eg Soyinka or agbados eg FFK, Bayo, Reno &amp; likes THEIR PAGES WILL DIE DOWN FROM LACK OF ENGAGEMENT ‼️🗣️

PLS 🗣️ TREND CHIMAMANDA ✅

IGNORE SOYINKA, It is APC &amp; SOWORE way of DISTRACTION ‼️

FOCUS🗣️ https://t.co/YNb2tKqHKp",[<ReferencedTweet id=1644308286655680513 type=quoted],2023-04-07 12:15:03+00:00,False,1638181903999139840,everyone,0,0,0,0,0,
@KisakaToriama Nice https://t.co/dKq264oNHG,[<ReferencedTweet id=1644123773690314752 type=replied_to],2023-04-07 12:15:03+00:00,False,1382508723826958337,everyone,0,0,0,0,0,
Online Loan Racket Using Chinese App Busted At Delhi Call Centre https://t.co/ppNTySz2WY https://t.co/Pvon06ER2D,,2023-04-07 12:15:03+00:00,False,96900937,everyone,0,0,0,0,2,
"PATALIKOD NA SYA MAGLAKAD 🥲😂
DRUNKSOO WILL HAVE A SPECIAL PLACE IN MY HEART 🥲🤣

JISOO NO PREPARE
#JISOOwithYOUNGJI https://t.co/Qk9WnJkK64",,2023-04-07 12:15:03+00:00,False,1581216171088826369,everyone,0,0,0,0,2,
"@HEBobiwine Join the movement for #HumanRights and #PeaceForAll by learning about  the First Pillar of the #CreativeSociety. Watch the video now!
https://t.co/UzneylcLYH","[<ReferencedTweet id=1644177152609341444 type=quoted, <ReferencedTweet id=1644271929069633537 type=replied_to]",2023-04-07 12:15:03+00:00,False,1442395451651543048,everyone,0,0,0,0,1,
"Tax season coming close. Due date is April 15, 2022. Do you have your appointment booked? If not, there is still time. https://t.co/sCUh76coyY 📆 https://t.co/ZJCe0J8rg6",,2023-04-07 12:15:03+00:00,False,1483217584484929537,everyone,0,0,0,0,0,
"@byzen_stonefist @yarotrof You're so braindead you completely missed the point and you think I'm pro russia
Dorks who troll for Ukraine are the dumbest people on twitter lmaoooooo",[<ReferencedTweet id=1644312375229845505 type=replied_to],2023-04-07 12:15:03+00:00,False,1374109467667615744,everyone,0,0,0,0,0,
"— how 'now'! If this moment as attached by threads to eternity
OUNASS_NOON_PROMO_NON_TOYOU_TO_Fordeal_HM_Bath_and_Body_H&amp;M
YOU_H_AND_M_OUNAS_COUPON_SIVVI_NAMSHI_CODE_ONAS_DISCOUNT_ONASS_
Messed-up situation. his activities. But he must https://t.co/tbtxNWrcnM",,2023-04-07 12:15:03+00:00,False,2853258528,everyone,0,0,0,0,0,
"Local food for local people by local producers. 
@WinterdaleKent
Find out where
https://t.co/t3TCUfxU64 https://t.co/ln1ad6sWcA",,2023-04-07 12:15:03+00:00,False,432669270,everyone,0,0,0,0,0,
Create a folder 📂 structure #CLIMicrosoft365  and prevent manual clicking 🚀 Read all about it at https://t.co/9Kpq8SMz7Y  #Microsoft365dev #m365pnp https://t.co/01uaBbmy2E,,2023-04-07 12:15:03+00:00,False,968335214761177092,everyone,0,0,0,0,0,
"Disney Frozen Kristoff &amp;amp;amp; Sven Reindeers Are Better Shirt

👉 Buy now: https://t.co/NT0XUkBpuo
👉 Website: https://t.co/LhOvQkROzk
#Macoroo #Reindeers #Are #Better #Disney #Frozen #Kristoff #&amp;amp;amp; #Sven https://t.co/gTwHlRXheS",,2023-04-07 12:15:03+00:00,False,1586904694345338880,everyone,0,0,0,0,0,
"🥹🥲 what a nice view… 

@SB19Official 
@felipsuperior 
#SB19_FELIP https://t.co/gNcBzKtgOH https://t.co/daBYcIs8vb",[<ReferencedTweet id=1644304009635983360 type=quoted],2023-04-07 12:15:03+00:00,False,15139620,everyone,0,0,0,0,0,
Chorley (H). https://t.co/hsLGqQzrhG,,2023-04-07 12:15:03+00:00,False,1072572219275001858,everyone,0,0,0,0,1,70392b0b6ad1f95b
"@RuthAjiri Because He lives, I can face tomorrow. 
Because He lives, all fear is gone.
Because I know ooo
He holds my future 
My life is worth the living just because He lives. 🎵🎵🎵🎵🎵🎵🎵🎵🎵
There He is.
Crucified bc of me.
Lifeless till 3rd day.
Booooooom!
He arose ×3
Hallelujah! 🎵🎵 https://t.co/zyX8Xmedcs",[<ReferencedTweet id=1644292920164462593 type=replied_to],2023-04-07 12:15:03+00:00,False,392126868,everyone,0,0,0,0,0,
@rhett @XCOPYART @bryanbrinkman gib! aaaaaaaaaaaaaaaaaa ❤️‍🔥❤️‍🔥❤️‍🔥 https://t.co/FS8kqh6wqf,[<ReferencedTweet id=1644141123869503489 type=replied_to],2023-04-07 12:15:03+00:00,False,1371163038674345985,everyone,0,0,0,0,0,
"@poker_face2701 

Thank you for participating!
Your prize draw results are...

Oops, better luck next time!

Do check out our official TikTok account too &gt;&gt;&gt; https://t.co/AmWxyLuaXJ https://t.co/qamOoISKQL",,2023-04-07 12:15:03+00:00,False,1072404907230060544,everyone,0,0,0,0,0,
drop hereee https://t.co/8boYN9hMyB,,2023-04-07 12:15:03+00:00,False,26819942,everyone,0,0,0,0,0,
"Maknae line with fake maknae😗unch unchh kawaii kawaii💖
#SECRET_NUMBER #ZUU #SOODAM #LEA @5ecretNumber @JP_5ecretNumber https://t.co/NGjZEINJ5s",,2023-04-07 12:15:03+00:00,False,1537658702312112128,everyone,0,0,0,0,0,
Please join us this afternoon in an ecumenical Stations of the Cross. We will be walking and praying through downtown Crozet. Please meet at the Blue Goose Building at 3:00 PM. https://t.co/ylmPinq7iU,,2023-04-07 12:15:03+00:00,False,1205485857945325569,everyone,0,0,0,0,0,
"For #B2B professionals, #SocialSelling is an important part of their strategies. To measure success, #LinkedIn offers a Social Selling Index (SSI) score. This article breaks down what makes up the SSI score and tips on how to make the most of it.
 https://t.co/hzSkYiSGbJ https://t.co/CGzEs6sOGX",,2023-04-07 12:15:03+00:00,False,2281668686,everyone,0,0,0,0,0,
I really will cry https://t.co/Gxi5TVVImD,[<ReferencedTweet id=1644311849910046720 type=quoted],2023-04-07 12:15:03+00:00,False,1433401169553002504,everyone,0,0,0,0,0,
In his happy place! 😍 https://t.co/3aajw8kG9B,,2023-04-07 12:15:03+00:00,False,21865312,everyone,0,0,0,0,1,
Otwea https://t.co/wJECgVVh9m,[<ReferencedTweet id=1644023591170613263 type=quoted],2023-04-07 12:15:03+00:00,False,727272743004155904,everyone,0,0,0,0,0,
"Sustainable Development Goal 7 focuses on ensuring universal access to affordable, reliable and modern energy services.

The key to building a more #Sustainable future:
https://t.co/sPnrUkbJ9j

#EthicalHour #SDG7 #SustainableDevelopmentGoals #GlobalGoals https://t.co/7Ye5oD6TM3",,2023-04-07 12:15:03+00:00,False,737628266362732545,everyone,0,0,0,0,0,
manny jacinto and amandla stenberg coming for those awards i can already see that https://t.co/P5QwNrmZpt,[<ReferencedTweet id=1644291128466784258 type=quoted],2023-04-07 12:15:03+00:00,False,1294054229003427840,everyone,0,0,0,0,0,
"please contact me tonight 
#广州资源 #广州丝足 https://t.co/sCvkJHobFq",,2023-04-07 12:15:03+00:00,False,1627802927594106881,everyone,0,0,0,0,0,
"Amazing charity, remember seeing volunteers @WaveProject in #croydebay supporting young adults with learning disabilities to bodyboard &amp; have fun in the waves 🌊 … it was heartwarming &amp; awesome 🤩 if you don’t already, give them a follow 🌊 https://t.co/97bitXbz5y",[<ReferencedTweet id=1644264023892844544 type=quoted],2023-04-07 12:15:03+00:00,False,33909264,everyone,0,0,0,0,0,06168d1feda43857
"Bob Partridge 
 #杭州 #上海 #深圳 https://t.co/eZtF4LEXmz",,2023-04-07 12:15:03+00:00,False,290889090,everyone,0,0,0,0,0,
"Sweet memories !! 

I hope to meet you once again soon

my favorite no one else all the time

@SrBachchan 💞 https://t.co/FYiZYnZ5k1",,2023-04-07 12:15:03+00:00,False,725085208626757634,everyone,0,0,0,0,0,
"Do you like my pokemon? 🥺💕 
#东莞 #东莞资源 https://t.co/exgTWszZzY",,2023-04-07 12:15:03+00:00,False,1633277520807178246,everyone,0,0,0,0,0,
"I like you,like it all over the mountains🥺💕🥺💕🥺💕🥺💕🥺💕 
#大连丝足 #大连资源 https://t.co/Y0g8fw3BtC",,2023-04-07 12:15:03+00:00,False,1629251923038687232,everyone,0,0,0,0,0,
Follow for follow ❤️ https://t.co/YCHFJtEVxI,[<ReferencedTweet id=1644235703272833024 type=quoted],2023-04-07 12:15:03+00:00,False,1545994452464185344,everyone,0,0,0,0,0,
Mr Robot - Season 02 Episode 05 - Frame 1993 of 2996 https://t.co/PFRGDzAfQn,,2023-04-07 12:15:03+00:00,False,1573238320594837504,everyone,0,0,0,0,0,
"KeeganRoryQuincyMatthew   
#勉县 #南宁 #济南 #约 #炮 https://t.co/xuwugfRFyv",,2023-04-07 12:15:03+00:00,False,3297180097,everyone,0,0,0,0,0,
Come ye sweet asteroid of death https://t.co/ojCbkVfABi,[<ReferencedTweet id=1644023591170613263 type=quoted],2023-04-07 12:15:03+00:00,False,1109381828,everyone,0,0,0,0,0,
@behzadm75 U r the best my friend 💖💖💖💖stay strong.. twitter cant silence ur voice … u r fighting for woman life freedom movement 💖💖💖💖we appreciate that❤️❤️❤️❤️❤️,[<ReferencedTweet id=1644309328608874497 type=replied_to],2023-04-07 12:15:03+00:00,False,796881948899741697,everyone,0,0,0,0,1,
"Trudeau is a joke for other countries 

https://t.co/MBhnHwQXDg",[<ReferencedTweet id=1643636042799390720 type=replied_to],2023-04-07 12:15:03+00:00,False,44628092,everyone,0,0,0,0,0,
"Program almost believe well own other positive.
#北京 #西安 #蚌埠 https://t.co/LVPqFpxTKy",,2023-04-07 12:15:03+00:00,False,937210628,everyone,0,0,0,0,0,
Why is this so funny??? https://t.co/UTte5DM6OD,,2023-04-07 12:15:03+00:00,False,279604018,everyone,0,0,0,0,0,315b740b108481f6
"Avatar (2009)

Frame 34677 of 245854

Time 00:25:08 of 02:58:09

#Avatar #Avatar2 #AvatarTheWayOfWater #JamesCameron https://t.co/R7QWgr865t",,2023-04-07 12:15:03+00:00,False,1596183763033198593,everyone,0,0,0,0,0,
"Mighty Bear Games is a leading games studio pioneering action-packed multiplayer games for everyone.

They are driven by a “Player-First” ethos, and an empowering work culture they call “the Mighty Bear way.” https://t.co/CAlWXrXKXc",[<ReferencedTweet id=1644312824431403009 type=replied_to],2023-04-07 12:15:03+00:00,False,956841052563910656,everyone,0,1,0,0,0,
Like if you are Excited! Oh Yeah https://t.co/X8TBc8i19a,,2023-04-07 12:15:03+00:00,False,990152015836786688,everyone,0,0,0,0,0,
Bluffton Elementary School honor roll for 3rd quarter of 2022-2023. &gt; https://t.co/Ld58LF6K9g https://t.co/yAyPCy0Tf1,,2023-04-07 12:15:03+00:00,False,84593315,everyone,0,0,0,0,0,
"Funko Pop! Rocks Iron Maiden Live After Death GITD 4-Pk AE Xclusive 

Now available at Funko Shop 

https://t.co/a7TSg9a9Vn 

#funko https://t.co/kD8TOAgNAa",,2023-04-07 12:15:03+00:00,False,2983095270,everyone,0,0,0,0,0,
"I Can’t Give You Anything But Love

#jazz #jazzstandard  #cover https://t.co/rPn8TpPKht",,2023-04-07 12:15:03+00:00,False,1220140689503051777,everyone,0,0,0,0,0,
Graffiti Removal Request at 1317 W Lawrence Ave https://t.co/21YH4uNNI9,,2023-04-07 12:15:03+00:00,False,1444874799914881026,everyone,0,0,0,0,0,
"Having sex with a porn girl in the car🥰
Twitch unbanned streamer Kimmikka😍 
#苏州spa #苏州按摩 https://t.co/QypzqANl6Z",,2023-04-07 12:15:03+00:00,False,1627753956632891396,everyone,0,0,0,0,0,
That's right https://t.co/fpIzJ1Ozgl https://t.co/WhyNec2kyl,[<ReferencedTweet id=1644311737460752386 type=quoted],2023-04-07 12:15:03+00:00,False,1484500563861860357,everyone,0,0,0,0,0,
"NOW HIRING! - Various Positions 
Job Descriptions: https://t.co/takAN0WB5P

#nowhiring #glass #glazing #curtainwall #facade https://t.co/zJtAj4s6nA",,2023-04-07 12:15:03+00:00,False,18763182,everyone,0,0,0,0,0,
"Bitcoin Frog #5239 just sold for 0.00179988 BTC ($50.04 USD) !

Visit https://t.co/YLgtTkfgAp to get your own!
        
Powered by https://t.co/qDU6nxZcnv https://t.co/Pl6Gk7Xvpa",,2023-04-07 12:15:03+00:00,False,1638916637289066496,everyone,0,0,0,0,0,
"Papa and beta adoring Abhir’s beautiful mumma 🥺

#yrkkh #abhira https://t.co/IF74UiBPNR",,2023-04-07 12:15:03+00:00,False,630755400,everyone,0,0,0,0,0,
@HackneyAbbott @SuellaBraverman So you support these views? #liebour #Labour https://t.co/Gzqg28M3og,"[<ReferencedTweet id=1644275757127188484 type=quoted, <ReferencedTweet id=1643650088474927104 type=replied_to]",2023-04-07 12:15:03+00:00,False,283175408,everyone,0,0,0,0,0,
"Myron Young Payne Carllyle 
 #上海 #杭州 #三亚 https://t.co/KsyjHkoEZX",,2023-04-07 12:15:03+00:00,False,177758486,everyone,0,0,0,0,0,
"@RonCole80482262 Yesterday I got lock out of my account and day  for telling someone to get their tubes tied. 

Twitter is broken",[<ReferencedTweet id=1644311469129908224 type=replied_to],2023-04-07 12:15:03+00:00,False,1311064972101857281,everyone,0,0,0,0,0,
Just downloaded Tweet.Follow me please https://t.co/N8vyBsuljM,,2023-04-07 12:15:03+00:00,False,1644311285255872515,everyone,0,0,0,0,0,
Everett by fluffy paw by Egle Or https://t.co/GTXKvrBLNS  #OneofaKind #OOAKbear #bear https://t.co/Ir6ubgvVn3,,2023-04-07 12:15:03+00:00,False,337808504,everyone,0,0,0,0,0,
"“For Christ also suffered once for sins, the righteous for the unrighteous, to bring you to God. He was put to death in the body but made alive in the Spirit.” -1 Peter 3:18 #GoodFriday2023 #HolyWeek https://t.co/fE9Qo8Kniu",,2023-04-07 12:15:03+00:00,False,834005826314579968,everyone,0,0,0,0,0,
She's literally me https://t.co/7xTRBOhvAD,[<ReferencedTweet id=1644101020295872515 type=quoted],2023-04-07 12:15:03+00:00,False,608373057,everyone,0,0,0,0,0,
@PandaCh71544193 I love your art it's so good also Happy birthday honey and thank you so much for the chance &lt;3 https://t.co/bT4BqZfdgy,[<ReferencedTweet id=1644262095427620865 type=replied_to],2023-04-07 12:15:03+00:00,False,1316781373307396097,everyone,0,0,0,0,0,
"Astrid 
 Hopkin(s) 
 Ben 
 Sweet #名下手机号 #小三 https://t.co/lO0TktUJ8D",,2023-04-07 12:15:03+00:00,False,2511227618,everyone,0,0,0,0,0,
When you copy someone’s homework but change like two things to make it not seem like it https://t.co/42TM5wyL36,[<ReferencedTweet id=1644188585426288640 type=quoted],2023-04-07 12:15:03+00:00,False,52262324,everyone,0,0,0,0,0,
Charles Hoyle Christine Dryden #北京按摩 #北京 https://t.co/SxOK7r7cew,,2023-04-07 12:15:03+00:00,False,783205549,everyone,0,0,0,0,0,
"@redcrosscanada Those impacted are in safe hands considering the humanitarian aid they are receiving. @wavesprotocol is eager to do something too, they aim to provide vital humanitarian aid to those affected and rebuild a school in one of the affected provinces #Waves 
https://t.co/Z6uellki2B","[<ReferencedTweet id=1641401298422579202 type=quoted, <ReferencedTweet id=1632830584136568833 type=replied_to]",2023-04-07 12:15:03+00:00,False,949304230006939648,everyone,0,0,0,0,0,
"RidleyLorenaLeanneBeauty   
#胶州 #约 #炮 https://t.co/XeL8D8ymN3",,2023-04-07 12:15:03+00:00,False,2583733546,everyone,0,0,0,0,0,
"ʚ♡ɞ small st0re update!! ʚ♡ɞ
added a new small #itthoma print and some oc stickers!! 
✩more info and st0re l!nk below✩ https://t.co/eCL9LngIsu",,2023-04-07 12:15:03+00:00,False,1264147954329432065,everyone,0,1,0,0,0,
Oh- drinking? I-... I dunno are you sure it seems kind of early. https://t.co/GY3WP3jrkk,[<ReferencedTweet id=1644312610953723904 type=quoted],2023-04-07 12:15:03+00:00,False,1335630541438246924,everyone,0,0,0,0,2,
Pain. https://t.co/sbwg0N3FO1,[<ReferencedTweet id=1643961762683957253 type=quoted],2023-04-07 12:15:03+00:00,False,2196996836,everyone,0,0,0,0,0,
2023-04-07 20:14:37 🐮🏕🥨XIX Would you stop eating junk food for a week? https://t.co/MH2vmQxsJl,,2023-04-07 12:15:03+00:00,False,1552511029325987840,everyone,0,0,0,0,0,
"@Kelvin37296593 @aproko_doctor In 2019, they rejected a bill banning public officials from seeking healthcare abroad https://t.co/tMFjAXBC7M",[<ReferencedTweet id=1644311178917625857 type=replied_to],2023-04-07 12:15:03+00:00,False,228943194,everyone,0,0,0,0,0,
Florence Wallace Merry Albert #广州资源 #广州 https://t.co/dLpE0AQ5sf,,2023-04-07 12:15:03+00:00,False,1603412702436929536,everyone,0,0,0,0,0,
"@spankmekamcye 42,000 💀 end who? https://t.co/EW97cx3hdz",[<ReferencedTweet id=1644279428246302720 type=replied_to],2023-04-07 12:15:03+00:00,False,821611453,everyone,0,0,0,0,3,
"NOW HIRING! - Various Positions 
Job Descriptions: https://t.co/Iu1QntlslO

#nowhiring #glass #glazing #curtainwall #facade https://t.co/tm23F3AFFA",,2023-04-07 12:15:03+00:00,False,17170252,everyone,0,0,0,0,0,
"SearcherBrittanyPerrySybil   
#霸州 #约 #炮 https://t.co/9pnJgHf28p",,2023-04-07 12:15:03+00:00,False,2899667658,everyone,0,0,0,0,0,
Morning.. Rather still be in bed but I am here. https://t.co/FvHM99bERu,,2023-04-07 12:15:03+00:00,False,997929091801239555,everyone,0,0,0,0,0,
"Happy Dhanteras! ❤️ 
#青岛资源 #青岛 https://t.co/u926fYo7xn",,2023-04-07 12:15:03+00:00,False,1626992953477705728,everyone,0,0,0,0,0,
I hate this because I think red on toes and manis is sooo fire! https://t.co/sx6UFZRsMN,[<ReferencedTweet id=1643497433010257920 type=quoted],2023-04-07 12:15:03+00:00,False,1198163942,everyone,0,0,0,0,2,
Lmfao omg what is this ???? https://t.co/eMuLdqjaPN,[<ReferencedTweet id=1643641535513108487 type=quoted],2023-04-07 12:15:03+00:00,False,1388163438799695881,everyone,0,0,0,0,0,
"@FreenbeckyUS ""Wifey"" https://t.co/KNL3VFHj0H",[<ReferencedTweet id=1644305804684820481 type=replied_to],2023-04-07 12:15:03+00:00,False,1348805897112354818,everyone,0,0,0,0,0,
GM FAM ☀️ Happy Friday https://t.co/4tMuOZ9fQN,,2023-04-07 12:15:03+00:00,False,1416628772565143561,everyone,0,0,1,0,2,
Happy foot fetish Friday ☀️ suns out toes out 😎 https://t.co/ul5BGZ6pww,,2023-04-07 12:15:03+00:00,False,1534917293007855618,everyone,2,1,3,0,0,
"#SUGA en Instagram
https://t.co/CnSqs0iuRV

agustd: People Pt.2 https://t.co/MpZcYNSzuE",[<ReferencedTweet id=1644312822518628352 type=replied_to],2023-04-07 12:15:03+00:00,False,1396643287147102208,everyone,0,0,0,0,0,
What an awesome share! No wonder Amit ji has 90K followers! https://t.co/5uigUSY0Aw,[<ReferencedTweet id=1644277820464545792 type=quoted],2023-04-07 12:15:03+00:00,False,535420770,everyone,0,0,0,0,0,
someone post i’m going crazy https://t.co/kXzJpXkBgw,,2023-04-07 12:15:03+00:00,False,1213152555858980869,everyone,0,0,0,0,0,
"We all keep asking this, because normal and healthy minds are repulsed by it so deeply, that we cannot fathom the reason. Here is why they do it. For their loser, fallen deity and of course, plus they are under the delusion, that having the same diet as vampires https://t.co/rRH2lMTR8V",,2023-04-07 12:15:03+00:00,False,1609474267724320768,everyone,0,0,0,0,0,
they even left out starry eyed https://t.co/3j0BPcdN5c,[<ReferencedTweet id=1643982703807832065 type=quoted],2023-04-07 12:15:03+00:00,False,2565702054,everyone,0,0,0,0,0,
"💋everyone knows I love you.🌷 
#邯郸 #邯郸资源 https://t.co/Z9WTSI3mag",,2023-04-07 12:15:03+00:00,False,1626898022922850305,everyone,0,0,0,0,0,
baaaaaaaby https://t.co/giaIuDDWSb,[<ReferencedTweet id=1644312149123006464 type=quoted],2023-04-07 12:15:03+00:00,False,18675071,everyone,0,0,0,0,0,
Of cos Nana we will surely be there https://t.co/BOSjM8l1zm,[<ReferencedTweet id=1644306337692545024 type=quoted],2023-04-07 12:15:03+00:00,False,271057854,everyone,0,0,0,0,0,
"Great:deals!
%
$apt : 2.67 %
$matic : 2.40 %
$cspr : 3.99 %
$data : 4.42 %
$bnb : 3.99 %
$cake : 1.16 %
$xrp : 2.13 %
$arpa : 0.25 %
$bond : 1.38 %
#btc : 3.65 %
#btc : 3.88 %
$eth : 4.86 %
$doge : 0.51 %
$xrp https://t.co/jd0qhGXipx",,2023-04-07 12:15:03+00:00,False,1200100553772142598,everyone,0,0,0,0,0,
Some of the results of U15 games in Carlow this week..what benefit are these games to any of the kids in these clubs no wonder we are struggling for numbers massively in clubs and losing players to other sports something needs to be done to help clubs @Carlow_GAA https://t.co/K4TPLfHhpn,,2023-04-07 12:15:03+00:00,False,281399502,everyone,0,0,0,0,0,
and then grow up.i！++ bi koo  #跑分  #赚快钱 https://t.co/WK2rKB855T,,2023-04-07 12:15:03+00:00,False,1183801453686575104,everyone,0,0,0,0,0,
"Respected @narendramodi @DrJitendraSingh @DARPG_GoI @DoPTGoI @ssc_official__ @ssccgl_ 
Please look into this matter and resolve our grievances to change the SSC CGL 2023 reckoning age from 01.08.2023 to 01.01.2023 
Give us the last chance .please
#SSC_CGL_AGE_RECKONING_1_JAN https://t.co/DOq0ybDOIq",[<ReferencedTweet id=1644270873166192642 type=quoted],2023-04-07 12:15:03+00:00,False,1643166944395247619,everyone,0,0,0,0,0,
Star Wars: Ahsoka starts streaming in August 2023 https://t.co/3GC5ibtYMJ https://t.co/j8W9hUsTod,,2023-04-07 12:15:03+00:00,False,195523756,everyone,0,0,0,0,0,
"Top 10 Darkest Movie Theories .... https://t.co/7PuBvVOmn2
#nerdclips #nerds #geeks #nerdstuff https://t.co/q3GhvAjAwd",,2023-04-07 12:15:03+00:00,False,1260214856873062406,everyone,0,0,0,0,0,
@shelieo1 @Survive_thriver @OliLondonTV Can you also identify the other 284 murderers or do you have a specific hate-filled agenda you’re trying to feed people? https://t.co/SKQy9aI5e4,[<ReferencedTweet id=1644159586922905601 type=replied_to],2023-04-07 12:15:03+00:00,False,49856733,everyone,0,0,0,0,0,
"In #weeting it's mostly cloudy/dry with a Gentle Breeze from the North, the temperature is 11.8C, todays max is 12.4C, its been Warming slowly for the past hour, it feels mild and  0.0mm rain, the outlook is mostly clear and cooler. https://t.co/ECRKUT5IsD",,2023-04-07 12:15:03+00:00,False,2985152589,everyone,0,0,0,0,0,
"Thanks for reading!

If you're here to build audiences, I hope you've found this thread helpful.

Follow me @akoskm for more.

Like/Retweet the first tweet below if you can: https://t.co/SbCaitBZ7B","[<ReferencedTweet id=1644312817959313412 type=quoted, <ReferencedTweet id=1644312828625702912 type=replied_to]",2023-04-07 12:15:03+00:00,False,33471001,everyone,0,0,0,0,0,
"Perhaps the simplest aspect of life is its most memorable place. 
#杭州spa #杭州按摩 https://t.co/8j6cFELOP0",,2023-04-07 12:15:03+00:00,False,1634297319129767938,everyone,0,0,0,0,0,
"NOW HIRING! - Various Positions 
Job Descriptions: https://t.co/8DCbpFLycm

#nowhiring #glass #glazing #curtainwall #facade https://t.co/KvVSAqT3Wh",,2023-04-07 12:15:03+00:00,False,2482634312,everyone,0,0,0,0,0,
$TGGI dd thread https://t.co/TJrmX2zNDv,"[<ReferencedTweet id=1636054748234235905 type=quoted, <ReferencedTweet id=1644311909590548485 type=replied_to]",2023-04-07 12:15:03+00:00,False,518714801,everyone,0,0,0,0,0,
"Thread of all the stupid Easter posts you have received. I'll start, and you can add. https://t.co/6M4PIIMOfe",,2023-04-07 12:15:03+00:00,False,115847919,everyone,0,1,0,0,0,
Happy Friday y'all! Friendly reminder that dreams take time to become reality. Do not let the delay in your success stop you were you are at. Good things are heading your way 😊 #fridayvibes #dontstop #keepgoing #together #letsdoit #fibrenewhrp https://t.co/5VZvnx8swC,,2023-04-07 12:15:03+00:00,False,1426713461950717952,everyone,0,0,0,0,0,
I wish they did a TikTok for “FLOWER”😭 https://t.co/7jEH90MN57,,2023-04-07 12:15:03+00:00,False,1156255380562952193,everyone,0,0,0,0,0,
"Cyber Dolphin

The sleek Cyber Dolphin was a fierce member of the Cyber animals crew, using its advanced intelligence and cyber-enhancements to dominate the depths of the ocean. https://t.co/t8ODiq1LFm",,2023-04-07 12:15:03+00:00,False,1600441904159670275,everyone,0,0,0,0,0,
Cringeddddd https://t.co/CoqMijqQJX,[<ReferencedTweet id=1644280088014331905 type=quoted],2023-04-07 12:15:03+00:00,False,1343017882062618625,everyone,0,0,0,0,2,
Everyone stan @AleXa_ZB https://t.co/VhImQGWWtA,[<ReferencedTweet id=1643976704774533120 type=quoted],2023-04-07 12:15:03+00:00,False,1493680086880591873,everyone,0,0,0,0,0,
"@profalexmcmahon @MathesonMichael Great to hear.  We hope that mental health nurse education was on the agenda?
https://t.co/xh3JpXE63a","[<ReferencedTweet id=1627988790793973762 type=quoted, <ReferencedTweet id=1644000154788278276 type=replied_to]",2023-04-07 12:15:03+00:00,False,1591082257086824448,everyone,0,0,0,0,0,
drop your @ ! free to tag me back 🙋🏻‍♀️💐 https://t.co/rHDWbetPB2,,2023-04-07 12:15:03+00:00,False,1288737868110639104,everyone,0,0,0,0,1,
damn this is amazing @DeezNuts_SOL @a3y3g1 @omglikesowhat @abelius0 @Astronautpvt @Stephan48029234 @KimBradbury16 @rexxxryan10 @JustinNxhcdzm @ill_Hero https://t.co/y4B7jYBl7v,[<ReferencedTweet id=1644305066306809856 type=quoted],2023-04-07 12:15:03+00:00,False,3306687783,following,0,0,0,0,0,
GO HOPE GO HOPE!!!!! https://t.co/NVHLHSovJC,[<ReferencedTweet id=1644311849910046720 type=quoted],2023-04-07 12:15:03+00:00,False,997123365130326016,everyone,0,0,0,0,0,
Lets go... #MUWomen https://t.co/6TNqSgZXM9,,2023-04-07 12:15:03+00:00,False,202563276,everyone,0,0,0,0,0,
Flash news: A dangerous furr ball melt with the touch of its guardian https://t.co/iPxAnoyVn5,[<ReferencedTweet id=1644252110790221824 type=quoted],2023-04-07 12:15:03+00:00,False,932697219433680896,everyone,0,0,0,0,0,
@ChristineCa8 @jpactual77 @DontBotherKeiti You must be joking. Have you paid attention to the MAGAts in Congress? Is your account a parody account? How do you keep a straight face? @ChristineCa8 https://t.co/yKKdZrlpdi,[<ReferencedTweet id=1644146394314297349 type=replied_to],2023-04-07 12:15:03+00:00,False,1218267856741249026,everyone,0,0,0,0,0,
Editorial: Tennessee Republicans' appalling assault on speech and freedom (via @latimesopinion) https://t.co/nceOTh9V4z https://t.co/lJ9EDdqsNA,,2023-04-07 12:15:03+00:00,False,17825891,everyone,0,0,0,0,0,
"Sunny away days! 😍 
Up the town! ⚽❤️ 
#WrexhamAFC #WrexhamFX https://t.co/F019XqXDyf",,2023-04-07 12:15:03+00:00,False,1530599636834058246,everyone,0,0,0,0,0,
